City_name,Hospital_name,Hospital_url,Telephone,Address
Columbus,Vet Clinic,http://www.findalocalvet.com/Profiles/Vet-Clinic.aspx,(614) 885-3878,"5949 N High St,Worthington,OH,43085"
Columbus,Animal Hospital of Worthington,http://www.findalocalvet.com/Profiles/Animal-Hospital-of-Worthington.aspx,,"5756 N High St,Worthington,OH,43085"
Columbus,The Vet Clinic East,http://www.findalocalvet.com/Profiles/The-Vet-Clinic-East.aspx,(614) 837-3008,"5101 Chatterton Rd,Columbus,OH,43232"
Columbus,Fifth & Kenny Animal Hospital,http://www.findalocalvet.com/Profiles/Fifth-Kenny-Animal-Hospital.aspx,,"1109 W 5th Ave,Columbus,OH,43212"
Columbus,Great Southern Animal Hospital,http://www.findalocalvet.com/Profiles/Great-Southern-Animal-Hospital.aspx,,"2685 S High St,Columbus,OH,43207"
Columbus,Morse Road Veterinary Clinic,http://www.findalocalvet.com/Profiles/Morse-Road-Veterinary-Clinic.aspx,(614) 885-8070,"1388 Morse Rd,Columbus,OH,43229"
Columbus,Capital Veterinary Referral Center,http://www.findalocalvet.com/Profiles/Capital-Veterinary-Referral-Center.aspx,(614) 870-0480,"5230 Renner Road,Columbus,OH,43228"
Columbus,Georgesville Road Animal Hospital,http://www.findalocalvet.com/Profiles/Georgesville-Road-Animal-Hospital.aspx,(614) 272-0162,"1104 Georgesville Road,Columbus,OH,43228"
Columbus,Animal Care Unlimited,http://www.findalocalvet.com/Profiles/Animal-Care-Unlimited.aspx,(614) 766-2317,"2665 Billingstey Rd.,Colombus,OH,43235"
Houston,Beltway Animal Hospital PC,http://www.findalocalvet.com/Profiles/Beltway-Animal-Hospital-PC.aspx,,"5002 E Sam Houston Pkwy N,Houston,TX,77015"
Houston,VCA Ashford Animal Hospital,http://www.findalocalvet.com/Profiles/VCA-Ashford-Animal-Hospital.aspx,,"12633 Whittington Dr,Houston,TX,77077"
Houston,Memorial Town & Country Animal,http://www.findalocalvet.com/Profiles/Memorial-Town-Country-Animal.aspx,,"12661 Memorial Dr,Houston,TX,77024"
Columbus,Georgesville Road Animal Hosp,http://www.findalocalvet.com/Profiles/Georgesville-Road-Animal-Hosp.aspx,,"1104 Georgesville Rd,Columbus,OH,43228"
Houston,Bissonnet Southampton Vetrerinary Clinic,http://www.findalocalvet.com/Profiles/Bissonnet-Southampton-Vetrerinary-Clinic.aspx,(713) 520-8743,"2028 Bissonnet St,Houston,TX,77005"
Houston,Central Houston Animal Hospital,http://www.findalocalvet.com/Profiles/Central-Houston-Animal-Hospital.aspx,(713) 526-1306,"1638 Westheimer Rd,Houston,TX,77006"
Houston,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital5.aspx,,"10075 Almeda Genoa Rd,Houston,TX,77075"
Houston,Champions Forest Animal Clinic,http://www.findalocalvet.com/Profiles/Champions-Forest-Animal-Clinic.aspx,(281) 586-9910,"5211 Fm 1960 Rd W, Ste Z,Houston,TX,77069"
Houston,Neutercorp Animal Populations,http://www.findalocalvet.com/Profiles/Neutercorp-Animal-Populations.aspx,,"9695 Southwest Fwy,Houston,TX,77074"
Colorado Springs,Bijou Animal Hospital,http://www.findalocalvet.com/Profiles/Bijou-Animal-Hospital.aspx,,"123 Swope Ave,Colorado Springs,CO,80909"
Houston,Wilcrest Animal Hospital,http://www.findalocalvet.com/Profiles/Wilcrest-Animal-Hospital.aspx,(713) 781-3770,"704 Wilcrest Dr,Houston,TX,77042"
Houston,Jersey Village Animal Hospital,http://www.findalocalvet.com/Profiles/Jersey-Village-Animal-Hospital.aspx,(713) 466-8542,"17341 Village Green Dr,Houston,TX,77040"
Houston,Memorial 610 Hospital-Animals,http://www.findalocalvet.com/Profiles/Memorial-610-Hospital-Animals.aspx,,"910 Antoine Dr,Houston,TX,77024"
Colorado Springs,Black Forest Veterinary Clinic,http://www.findalocalvet.com/Profiles/Black-Forest-Veterinary-Clinic.aspx,,"12740 Black Forest Rd,Colorado Springs,CO,80908"
Houston,Sunset Boulevard Animal Clinic,http://www.findalocalvet.com/Profiles/Sunset-Boulevard-Animal-Clinic.aspx,(713) 526-5881,"2525 Sunset Blvd,Houston,TX,77005"
Houston,Copperfield Animal Clinic,http://www.findalocalvet.com/Profiles/Copperfield-Animal-Clinic.aspx,,"15606 Ridge Park Dr,Houston,TX,77095"
Houston,Preston Wood Animal Clinic,http://www.findalocalvet.com/Profiles/Preston-Wood-Animal-Clinic.aspx,(281) 890-1960,"13720 Schroeder Road,Houston,TX,77070"
Houston,Kleinbrook Animal Hospital,http://www.findalocalvet.com/Profiles/Kleinbrook-Animal-Hospital.aspx,(281) 444-8387,"12202 Bammel North Houston Rd,Houston,TX,77066"
Houston,Suburbia North Animal Hospital,http://www.findalocalvet.com/Profiles/Suburbia-North-Animal-Hospital.aspx,(281) 443-2362,"2005 FM 1960 Rd East,Houston,TX,77073"
Houston,Stella Link Animal Clinic,http://www.findalocalvet.com/Profiles/Stella-Link-Animal-Clinic.aspx,(713) 666-1771,"9809 Stella Link Rd,Houston,TX,77025"
Houston,Richter Animal Hospital,http://www.findalocalvet.com/Profiles/Richter-Animal-Hospital.aspx,(817) 478-8000,"6320 Hwy 287, Suite 128,Arlington,TX,76003"
Houston,Briarcrest Veterinary Clinic,http://www.findalocalvet.com/Profiles/Briarcrest-Veterinary-Clinic.aspx,(713) 789-8320,"1492 Wilcrest Drive,Houston,TX,77042"
Houston,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital6.aspx,,"10500 Katy Fwy,Houston,TX,77043"
Houston,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital74.aspx,,"5415 West Loop S,Houston,TX,77081"
Houston,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital73.aspx,,"2902 S Shepherd Dr,Houston,TX,77098"
Houston,Washington Heights Veterinary,http://www.findalocalvet.com/Profiles/Washington-Heights-Veterinary.aspx,,"2324 Shearn St,Houston,TX,77007"
Houston,Northshore Animal Hospital,http://www.findalocalvet.com/Profiles/Northshore-Animal-Hospital2.aspx,(713) 453-0149,"210 Uvalde Road,Houston,TX,77015"
Houston,West Alabama Animal Clinic,http://www.findalocalvet.com/Profiles/West-Alabama-Animal-Clinic.aspx,(713) 528-0818,"2030 W Alabama Street,Houston,TX,77098"
Houston,Memorial Town & Country Animal Clinic,http://www.findalocalvet.com/Profiles/Memorial-Town-Country-Animal-Clinic.aspx,(713) 464-4686,"12681 Memorial Drive,Houston,TX,77024"
Houston,MT Houston Animal Clinic,http://www.findalocalvet.com/Profiles/MT-Houston-Animal-Clinic.aspx,(281) 440-4070,"12315 Veterans Memorial Dr,Houston,TX,77014"
Houston,Long Drive Dog & Cat Hospital,http://www.findalocalvet.com/Profiles/Long-Drive-Dog-Cat-Hospital.aspx,(713) 643-0633,"7327 Long Dr,Houston,TX,77087"
Houston,Gulf Coast Vetry Diagnostic,http://www.findalocalvet.com/Profiles/Gulf-Coast-Vetry-Diagnostic.aspx,,"1111 West Loop S # 150,Houston,TX,77027"
Houston,Aldine Animal Hospital,http://www.findalocalvet.com/Profiles/Aldine-Animal-Hospital.aspx,(281) 448-3256,"440 Aldine Bender Rd,Houston,TX,77060"
Houston,Prestonwood Animal Clinic,http://www.findalocalvet.com/Profiles/Prestonwood-Animal-Clinic.aspx,,"13720 Schroeder Rd,Houston,TX,77070"
Houston,Bay Glen Animal Hospital,http://www.findalocalvet.com/Profiles/Bay-Glen-Animal-Hospital.aspx,(281) 480-8800,"1616 Clear Lake City Blvd, Ste 105,Houston,TX,77062"
Houston,Richmond Avenue Animal HOSP,http://www.findalocalvet.com/Profiles/Richmond-Avenue-Animal-HOSP.aspx,(832) 203-7711,"4014 Richmond Ave,Houston,TX,77027"
Denver,Animal Health Care Specialists,http://www.findalocalvet.com/Profiles/Animal-Health-Care-Specialists.aspx,(303) 288-6800,"6701 Washington Street,Denver,CO,80229"
Houston,FM 1960 Animal Hospital,http://www.findalocalvet.com/Profiles/FM-1960-Animal-Hospital.aspx,(281) 444-4170,"13221 Cutten Rd,Houston,TX,77069"
Houston,Alief Animal Hospital,http://www.findalocalvet.com/Profiles/Alief-Animal-Hospital.aspx,(281) 498-6702,"7321 S Kirkwood Road,Houston,TX,77072"
Houston,Lakeside Animal Clinic,http://www.findalocalvet.com/Profiles/Lakeside-Animal-Clinic2.aspx,(281) 493-9995,"2501 S Kirkwood Road,Houston,TX,77077"
Houston,Bay Area Animal Clinic,http://www.findalocalvet.com/Profiles/Bay-Area-Animal-Clinic.aspx,(281) 488-6028,"2138 Bay Area Blvd,Houston,TX,77058"
Houston,Animal Emergency Center of West Houston,http://www.findalocalvet.com/Profiles/Animal-Emergency-Center-of-West-Houston.aspx,(832) 593-8387,"4823 Highway 6 N,Houston,TX,77095"
Denver,Overland Animal Hospital & Pet,http://www.findalocalvet.com/Profiles/Overland-Animal-Hospital-Pet.aspx,,"2658 W Florida Ave,Denver,CO,80219"
Houston,Telephone Road Dog & Cat Hosp,http://www.findalocalvet.com/Profiles/Telephone-Road-Dog-Cat-Hosp.aspx,,"1711 Telephone Rd,Houston,TX,77023"
Houston,Neartown Animal Clinic,http://www.findalocalvet.com/Profiles/Neartown-Animal-Clinic.aspx,(713) 526-1502,"1314 Woodhead Street,Houston,TX,77019"
Houston,Gulf Coast Veterinnary Specs,http://www.findalocalvet.com/Profiles/Gulf-Coast-Veterinnary-Specs.aspx,,"1111 West Loop S # 110,Houston,TX,77027"
Houston,Longenbaugh Veterinary Hospital,http://www.findalocalvet.com/Profiles/Longenbaugh-Veterinary-Hospital.aspx,(281) 856-7023,"15703 Longenbaugh Street. F,Houston,TX,77095"
Denver,Tender Touch Animal Hospital,http://www.findalocalvet.com/Profiles/Tender-Touch-Animal-Hospital.aspx,(303) 733-2728,"350 Kalamath St,Denver,CO,80223"
Houston,Winrock Animal Clinic,http://www.findalocalvet.com/Profiles/Winrock-Animal-Clinic.aspx,(713) 785-5551,"6415 San Felipe,Houston,TX,77057"
Denver,Urban Veterinary Care,http://www.findalocalvet.com/Profiles/Urban-Veterinary-Care.aspx,,"2899 N Speer Blvd # 104,Denver,CO,80211"
Denver,Washington Park Veterinary,http://www.findalocalvet.com/Profiles/Washington-Park-Veterinary.aspx,(303) 871-8050,"393 S Pearl St,Denver,CO,80209"
Denver,Animal Critical Care,http://www.findalocalvet.com/Profiles/Animal-Critical-Care.aspx,,"1597 Wadsworth Blvd,Lakewood,CO,80214"
Denver,Overland Animal Hospital & Pet Resort,http://www.findalocalvet.com/Profiles/Overland-Animal-Hospital-Pet-Resort.aspx,(303) 223-9787,"2658 W Florida Avenue,Denver,CO,80219"
Denver,Mile Hi Mobile Veterinary Svc,http://www.findalocalvet.com/Profiles/Mile-Hi-Mobile-Veterinary-Svc.aspx,,"PO Box 460203,Denver,CO,80246"
Denver,29th Ave Animal Hospital,http://www.findalocalvet.com/Profiles/29th-Ave-Animal-Hospital.aspx,,"7305 E 29th Ave,Denver,CO,80238"
El Paso,Eastwood Animal Clinic,http://www.findalocalvet.com/Profiles/Eastwood-Animal-Clinic.aspx,(915) 593-0713,"9509 Montana Ave,El Paso,TX,79925"
El Paso,Northeast Veterinary Clinic,http://www.findalocalvet.com/Profiles/Northeast-Veterinary-Clinic.aspx,(915) 755-2231,"9405 Dyer St,El Paso,TX,79924"
El Paso,Ysleta Veterinary Clinic,http://www.findalocalvet.com/Profiles/Ysleta-Veterinary-Clinic.aspx,,"1251 N Zaragoza Rd,El Paso,TX,79907"
El Paso,Richter Animal Hospital,http://www.findalocalvet.com/Profiles/Richter-Animal-Hospital.aspx,(817) 478-8000,"6320 Hwy 287, Suite 128,Arlington,TX,76003"
Detroit,Hurley Dog & Cat Hospital,http://www.findalocalvet.com/Profiles/Hurley-Dog-Cat-Hospital.aspx,(313) 863-5350,"15018 Livernois Ave,Detroit,MI,48238"
Las Vegas,Lone Mountain Animal Hospital,http://www.findalocalvet.com/Profiles/Lone-Mountain-Animal-Hospital.aspx,,"6688 W Cheyenne Ave,Las Vegas,NV,89108"
Las Vegas,Miguel Dmv Svc,http://www.findalocalvet.com/Profiles/Miguel-Dmv-Svc.aspx,,"1201 S Eastern Ave,Las Vegas,NV,89104"
Las Vegas,Western Veterinary Conference,http://www.findalocalvet.com/Profiles/Western-Veterinary-Conference.aspx,,"2425 E Oquendo Rd,Las Vegas,NV,89120"
Las Vegas,Pecos-Russell Animal Hospital,http://www.findalocalvet.com/Profiles/Pecos-Russell-Animal-Hospital.aspx,,"3488 E Patrick Ln,Las Vegas,NV,89120"
Las Vegas,Northeast Animal Hospital,http://www.findalocalvet.com/Profiles/Northeast-Animal-Hospital.aspx,,"4805 E Lake Mead Blvd,Las Vegas,NV,89115"
Las Vegas,Mountain Vista Animal Hospital,http://www.findalocalvet.com/Profiles/Mountain-Vista-Animal-Hospital.aspx,,"4675 E Flamingo Rd,Las Vegas,NV,89121"
Denver,Eye Specialists for Animals,http://www.findalocalvet.com/Profiles/Eye-Specialists-for-Animals.aspx,,"4175 E Iliff Ave,Denver,CO,80222"
Las Vegas,West Flamingo Animal Hospital,http://www.findalocalvet.com/Profiles/West-Flamingo-Animal-Hospital.aspx,(702) 876-2111,"5445 W, Flamingo Rd,Las Vegas,NV,89103"
Las Vegas,Aloha Animal Hospital Incorporated,http://www.findalocalvet.com/Profiles/Aloha-Animal-Hospital-Incorporated.aspx,(702) 567-5222,"7341 S Torrey Pines Dr,Las Vegas,NV,89139"
Las Vegas,South Valley Animal Hospital,http://www.findalocalvet.com/Profiles/South-Valley-Animal-Hospital.aspx,,"11940 Southern Highlands Pkwy,Las Vegas,NV,89141"
Las Vegas,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital78.aspx,,"171 N Nellis Blvd,Las Vegas,NV,89110"
Denver,Gillett Veterinary Clinic,http://www.findalocalvet.com/Profiles/Gillett-Veterinary-Clinic.aspx,(303) 469-5540,"2721 W 120th Avenue, Suite A-100,Westminster,CO,80234"
Denver,Holistic Care for Animals,http://www.findalocalvet.com/Profiles/Holistic-Care-for-Animals.aspx,(303) 421-5424,"4355 Gray Street,Wheat Ridge,CO,80212"
Las Vegas,Lake View Animal Hospital,http://www.findalocalvet.com/Profiles/Lake-View-Animal-Hospital2.aspx,,"2939 Lake East Dr,Las Vegas,NV,89117"
Las Vegas,Sun City Animal Hospital,http://www.findalocalvet.com/Profiles/Sun-City-Animal-Hospital.aspx,,"9320 W Lake Mead Blvd,Las Vegas,NV,89134"
Las Vegas,Pet Medical Ctr,http://www.findalocalvet.com/Profiles/Pet-Medical-Ctr4.aspx,,"9140 W Sahara Ave,Las Vegas,NV,89117"
Denver,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital75.aspx,,"10600 Melody Dr,Northglenn,CO,80234"
Las Vegas,Summerlin Animal Hospital,http://www.findalocalvet.com/Profiles/Summerlin-Animal-Hospital.aspx,,"8564 Del Webb Blvd,Las Vegas,NV,89134"
Las Vegas,Sahara-Pines Animal Hospital,http://www.findalocalvet.com/Profiles/Sahara-Pines-Animal-Hospital.aspx,,"6533 W Sahara Ave,Las Vegas,NV,89146"
Las Vegas,Animal Cancer Care Specialist,http://www.findalocalvet.com/Profiles/Animal-Cancer-Care-Specialist.aspx,,"5445 W Flamingo Rd,Las Vegas,NV,89103"
Las Vegas,Desert Pines Equine Ctr,http://www.findalocalvet.com/Profiles/Desert-Pines-Equine-Ctr.aspx,,"5000 N Jones Blvd,Las Vegas,NV,89130"
Las Vegas,VCA Decatur Animal Hospital,http://www.findalocalvet.com/Profiles/VCA-Decatur-Animal-Hospital.aspx,,"1117 N Decatur Blvd,Las Vegas,NV,89108"
Las Vegas,VCA Hualapai Animal Hospital,http://www.findalocalvet.com/Profiles/VCA-Hualapai-Animal-Hospital.aspx,,"1165 S Hualapai Way,Las Vegas,NV,89117"
Las Vegas,Gentle Doctor Animal Hospital,http://www.findalocalvet.com/Profiles/Gentle-Doctor-Animal-Hospital3.aspx,(888) 499-6108,"1550 S Rainbow Blvd,Las Vegas,NV,89146"
Las Vegas,Paradise Pet Hospital,http://www.findalocalvet.com/Profiles/Paradise-Pet-Hospital.aspx,(702) 734-1711,"1060 E. Flamingo Road,Las Vegas,NV,89119"
Fort Worth,Animal Hospital of Park Glen,http://www.findalocalvet.com/Profiles/Animal-Hospital-of-Park-Glen.aspx,(817) 581-1277,"5424 Basswood Blvd,Fort Worth,TX,76137"
Fort Worth,Animal Hospital of SW Ft Worth,http://www.findalocalvet.com/Profiles/Animal-Hospital-of-SW-Ft-Worth.aspx,(817) 292-8655,"6716 S Hulen St,Fort Worth,TX,76133"
Las Vegas,Town Center Animal Hospital,http://www.findalocalvet.com/Profiles/Town-Center-Animal-Hospital.aspx,(702) 262-1300,"3565 S Town Center Drive,Las Vegas,NV,89135"
Fort Worth,Harris Parkway Animal Hospital,http://www.findalocalvet.com/Profiles/Harris-Parkway-Animal-Hospital.aspx,(817) 294-8007,"6040 Harris Parkway,Fort Worth,TX,76132"
Fort Worth,Ridglea West Animal Hospital,http://www.findalocalvet.com/Profiles/Ridglea-West-Animal-Hospital.aspx,(817) 839-7058,"4404 Southwest Blvd,Fort Worth,TX,76116"
Fort Worth,Alta Mesa Animal Clinic,http://www.findalocalvet.com/Profiles/Alta-Mesa-Animal-Clinic.aspx,,"6708 Crowley Rd,Fort Worth,TX,76134"
Fort Worth,A-Animal Clinic & Boarding,http://www.findalocalvet.com/Profiles/A-Animal-Clinic-Boarding.aspx,(817) 731-1494,"4990 W Vickery Blvd,Fort Worth,TX,76107"
Fort Worth,Metro West Emergency Veterinary Center,http://www.findalocalvet.com/Profiles/Metro-West-Emergency-Veterinary-Center.aspx,(817) 731-3734,"3201 Hulen St,Fort Worth,TX,76107"
Fort Worth,Richter Animal Hospital,http://www.findalocalvet.com/Profiles/Richter-Animal-Hospital.aspx,(817) 478-8000,"6320 Hwy 287, Suite 128,Arlington,TX,76003"
Fort Lauderdale,Arbor Pet Hospital,http://www.findalocalvet.com/Profiles/Arbor-Pet-Hospital.aspx,(954) 565-1896,"1220 Ne 26th St,Fort Lauderdale,FL,33305"
Fort Lauderdale,Hometown Animal Hospital & All Pets Dental,http://www.findalocalvet.com/Profiles/Hometown-Animal-Hospital-All-Pets-Dental.aspx,(954) 734-6368,"17100 Royal Palm Blvd,Weston,FL,33331"
Fort Lauderdale,Doctor Dan's Animal Clinic,http://www.findalocalvet.com/Profiles/Doctor-Dans-Animal-Clinic.aspx,(954) 680-5777,"4821 SW 148th Avenue,Davie,FL,33330"
Las Vegas,El Dorado Animal Clinic,http://www.findalocalvet.com/Profiles/El-Dorado-Animal-Clinic.aspx,,"4805 E Lake Mead Blvd,Las Vegas,NV,89115"
Fort Lauderdale,Acupunture & Natural Medicine for Pets,http://www.findalocalvet.com/Profiles/Acupunture-Natural-Medicine-for-Pets.aspx,(954) 731-2000,"680 Tennis Club Dr,Fort Lauderdale,FL,33311"
Fort Lauderdale,AMC Animal Hospital,http://www.findalocalvet.com/Profiles/AMC-Animal-Hospital.aspx,(941) 741-2776,"6840 W Commercial Blvd, #Lauderhill,Fort Lauderdale,FL,33319"
Fort Lauderdale,Weston Road Animal Hospital,http://www.findalocalvet.com/Profiles/Weston-Road-Animal-Hospital.aspx,(954) 389-5656,"4585 Weston Road,Weston,FL,33331"
Fort Lauderdale,Dr. Boaz Man Veterinarian,http://www.findalocalvet.com/Profiles/Dr-Boaz-Man-Veterinarian.aspx,(561) 289-1424,"2650 Ne 57th St,Fort Lauderdale,FL,33308"
Fort Lauderdale,Indian Trace Animal Hospitals,http://www.findalocalvet.com/Profiles/Indian-Trace-Animal-Hospitals.aspx,(954) 384-7147,"1420 N Park Drive,Weston,FL,33326"
Fort Lauderdale,Seiler Animal Hospital,http://www.findalocalvet.com/Profiles/Seiler-Animal-Hospital.aspx,(954) 491-1222,"2650 NE 57th St,Fort Lauderdale,FL,33308"
Fort Lauderdale,Davie Veterinary Clinic,http://www.findalocalvet.com/Profiles/Davie-Veterinary-Clinic.aspx,(954) 581-4971,"6511 SE 45th Street,Davie,FL,33314"
Las Vegas,All About Cats Veterinary Hosp,http://www.findalocalvet.com/Profiles/All-About-Cats-Veterinary-Hosp.aspx,,"4370 S Durango Dr,Las Vegas,NV,89147"
Fort Lauderdale,Shank Animal Hospital,http://www.findalocalvet.com/Profiles/Shank-Animal-Hospital.aspx,(954) 564-1263,"3225 N Andrews Ave,Fort Lauderdale,FL,33311"
Las Vegas,Sahara Animal Hospital,http://www.findalocalvet.com/Profiles/Sahara-Animal-Hospital.aspx,,"4301 W Sahara Ave,Las Vegas,NV,89102"
Fort Lauderdale,Extra Care Animal Hospital,http://www.findalocalvet.com/Profiles/Extra-Care-Animal-Hospital.aspx,(954) 370-0203,"950 S Flamingo Rd,Davie,FL,33325"
Kansas City,Shoal Creek Animal Hospital,http://www.findalocalvet.com/Profiles/Shoal-Creek-Animal-Hospital.aspx,(816) 476-4046,"8850 Ne Flintlock Rd,Kansas City,MO,64157"
Kansas City,Animal Clinic of Platte County,http://www.findalocalvet.com/Profiles/Animal-Clinic-of-Platte-County.aspx,(816) 741-8338,"10123 Nw Highway 45,Kansas City,MO,64152"
Kansas City,Animal Clinic of Newmark,http://www.findalocalvet.com/Profiles/Animal-Clinic-of-Newmark.aspx,(816) 734-0700,"550 Ne New Mark Dr,Kansas City,MO,64155"
Kansas City,Gladstone Animal Clinic,http://www.findalocalvet.com/Profiles/Gladstone-Animal-Clinic.aspx,(816) 436-1100,"7027 N. Oak Trafficway,Kansas City,MO,64118"
Fort Lauderdale,Family Pet Medical Center,http://www.findalocalvet.com/Profiles/Family-Pet-Medical-Center.aspx,(954) 567-2500,"2750 N Federal Highway,Fort Lauderdale,FL,33306"
Kansas City,Noah's Ark Animal Clinic,http://www.findalocalvet.com/Profiles/Noahs-Ark-Animal-Clinic.aspx,(816) 361-6822,"6305 Main St,Kansas City,MO,64113"
Kansas City,Grandview Plaza Animal Clinic,http://www.findalocalvet.com/Profiles/Grandview-Plaza-Animal-Clinic.aspx,,"10600 Blue Ridge Blvd,Kansas City,MO,64134"
Kansas City,K C Cat Clinic,http://www.findalocalvet.com/Profiles/K-C-Cat-Clinic.aspx,,"7107 Main St,Kansas City,MO,64114"
Kansas City,Raytown Gregory Animal Health,http://www.findalocalvet.com/Profiles/Raytown-Gregory-Animal-Health.aspx,(816) 353-6681,"7037 Raytown Road,Raytown,MO,64133"
Kansas City,Animal Clinic of Kendallwood,http://www.findalocalvet.com/Profiles/Animal-Clinic-of-Kendallwood.aspx,(816) 453-0700,"2770 NE 60th Street,Kansas City,MO,64119"
Kansas City,Parkville Animal Wellness,http://www.findalocalvet.com/Profiles/Parkville-Animal-Wellness.aspx,,"6444 NW Crooked Rd,Kansas City,MO,64152"
Kansas City,Laurel Animal Hospital,http://www.findalocalvet.com/Profiles/Laurel-Animal-Hospital.aspx,,"8904 E State Route 350,Raytown,MO,64133"
Kansas City,Martin City Animal Hospital,http://www.findalocalvet.com/Profiles/Martin-City-Animal-Hospital.aspx,(816) 941-0070,"13441 Cherry St,Kansas City,MO,64145"
Fort Worth,Westcreek Animal Clinic,http://www.findalocalvet.com/Profiles/Westcreek-Animal-Clinic.aspx,(817) 294-0390,"3313 Park Lake Drive,Fort Worth,TX,76133"
Kansas City,Country Kennels & Arrowhead Vet Services,http://www.findalocalvet.com/Profiles/Country-Kennels-Arrowhead-Vet-Services.aspx,(816) 353-5675,"10014 E 47th Street,Kansas City,MO,64133"
Kansas City,Picture Hills Pet Hospital PC,http://www.findalocalvet.com/Profiles/Picture-Hills-Pet-Hospital-PC.aspx,(816) 587-3300,"6519 N Cosby Ave,Kansas City,MO,64151"
Long Beach,Cats & Dogs Animal Hospital,http://www.findalocalvet.com/Profiles/Cats-Dogs-Animal-Hospital.aspx,(562) 439-4228,"627 Redondo Avenue,Long Beach,CA,90814"
Long Beach,Uptown Animal Hospital,http://www.findalocalvet.com/Profiles/Uptown-Animal-Hospital.aspx,(562) 424-8541,"3350 Atlantic Avenue,Long Beach  ,CA,90807"
Kansas City,Union Hill Animal Hospital,http://www.findalocalvet.com/Profiles/Union-Hill-Animal-Hospital.aspx,,"3025 Main St,Kansas City,MO,64108"
Fort Lauderdale,Heroes Spay & Neuter Clinic,http://www.findalocalvet.com/Profiles/Heroes-Spay-Neuter-Clinic.aspx,,"5040 NE 13th Ave,Oakland Park,FL,33334"
Albuquerque,Mobile Veterinary Svc,http://www.findalocalvet.com/Profiles/Mobile-Veterinary-Svc2.aspx,,"PO Box 94118,Albuquerque,NM,87199"
Albuquerque,Large Animal Internal Medicine,http://www.findalocalvet.com/Profiles/Large-Animal-Internal-Medicine.aspx,,"416 Solar Rd NW,Albuquerque,NM,87107"
Kansas City,Amity Woods Animal Hospital,http://www.findalocalvet.com/Profiles/Amity-Woods-Animal-Hospital.aspx,(816) 880-6650,"9300 Nw 87th Ter,Kansas City,MO,64153"
Albuquerque,Albuquerque Cat Clinic,http://www.findalocalvet.com/Profiles/Albuquerque-Cat-Clinic.aspx,,"7007 Jefferson St NE # D,Albuquerque,NM,87109"
Albuquerque,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital18.aspx,,"8070 Academy Rd NE,Albuquerque,NM,87111"
Long Beach,Belmont Heights Animal Hospital,http://www.findalocalvet.com/Profiles/Belmont-Heights-Animal-Hospital.aspx,(562) 439-6871,"255 Redondo Ave,Long Beach,CA,90803"
Kansas City,Brookside Animal Clinic,http://www.findalocalvet.com/Profiles/Brookside-Animal-Clinic.aspx,(816) 363-2115,"210 W 85th Street,Kansas City,MO,64114"
Albuquerque,Uptown Cat Hospital,http://www.findalocalvet.com/Profiles/Uptown-Cat-Hospital.aspx,,"2632 Pennsylvania St NE # C,Albuquerque,NM,87110"
Albuquerque,Cole & Elliott,http://www.findalocalvet.com/Profiles/Cole-Elliott.aspx,,"4021 Isleta Blvd SW,Albuquerque,NM,87105"
Albuquerque,Todd Webster DVM,http://www.findalocalvet.com/Profiles/Todd-Webster-DVM.aspx,,"5604 Mosquero Ct NW,Albuquerque,NM,87120"
Albuquerque,Good Shepherd Animal Clinic,http://www.findalocalvet.com/Profiles/Good-Shepherd-Animal-Clinic.aspx,,"4601 Menaul Blvd NE,Albuquerque,NM,87110"
Albuquerque,Town & Country Animal Hospital,http://www.findalocalvet.com/Profiles/Town-Country-Animal-Hospital3.aspx,,"8414 4th St NW,Albuquerque,NM,87114"
Albuquerque,Dermatology Clinic for Animals,http://www.findalocalvet.com/Profiles/Dermatology-Clinic-for-Animals.aspx,,"4000 Montgomery Blvd NE,Albuquerque,NM,87109"
Albuquerque,TLC Pet & Uptown Cat Hospital,http://www.findalocalvet.com/Profiles/TLC-Pet-Uptown-Cat-Hospital.aspx,(505) 271-2287,"2632 Pennsylvania Avenue,Albuquerque,NM,87110"
Long Beach,Belmont Shore Veterinary Hospital,http://www.findalocalvet.com/Profiles/Belmont-Shore-Veterinary-Hospital.aspx,(562) 961-0028,"6222 E Pacific Coast Hwy,Long Beach,CA,90803"
Albuquerque,Albuquerque Equine Clinic,http://www.findalocalvet.com/Profiles/Albuquerque-Equine-Clinic.aspx,,"6901 2nd St NW,Albuquerque,NM,87107"
Albuquerque,Desert Hills Animal Clinic,http://www.findalocalvet.com/Profiles/Desert-Hills-Animal-Clinic.aspx,,"7120 Wyoming Blvd NE # B3,Albuquerque,NM,87109"
Albuquerque,Banfield the Pet Hospital,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital19.aspx,,"1424 Mercantile Ave NE,Albuquerque,NM,87107"
